Report ID,Report Version,Make,Model,Model Year,ADS Equipped?,Automation System Engaged?,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Posted Speed Limit (MPH),Lighting,Crash With,Highest Injury Severity Alleged,SV Pre-Crash Movement,Weather,SV Contact Area,Country
13781-10030,1,Tesla,Model X,2023.0,No,ADAS,2025-02-25,13:04:00,,CA ,,,70.0,,,,,,,US
13781-10031,1,Tesla,Model 3,2022.0,No,ADAS,2025-02-25,03:11:00,Escondido,CA ,Highway / Freeway,Wet,70.0,Dark - Not Lighted,Passenger Car,,"Other, see Narrative",Rain,"Back, Offside",US
13781-10032,1,Tesla,Model X,2023.0,No,ADAS,2025-02-25,01:12:00,Queen Creek,AZ ,,,50.0,,,,,,,US
13781-10033,1,Tesla,Model 3,2024.0,No,ADAS,2025-02-25,20:20:00,Silver Spring,MD ,,,55.0,,,,,,,US
13781-10034,1,Tesla,Model 3,2023.0,No,ADAS,2025-02-25,16:58:00,Los Angeles,CA ,Intersection,Dry,35.0,Daylight,SUV,,Making Left Turn,Clear,Front,US
13781-10035,1,Tesla,Model 3,2020.0,No,ADAS,2025-02-25,22:12:00,Hewitt,NJ ,,,50.0,,,,,,,US
13781-10036,1,Tesla,Model 3,2020.0,No,ADAS,2025-02-25,03:20:00,Quitman,GA ,Street,Dry,45.0,Dark - Not Lighted,Other Fixed Object,,Proceeding Straight,Clear,"Bottom, Front, Top",US
13781-10037,1,Tesla,Model Y,2025.0,No,ADAS,2025-02-25,19:04:00,Sacramento,CA ,,,65.0,,,,,,,US
13781-10038,1,Tesla,Model Y,2022.0,No,ADAS,2025-02-25,14:40:00,Needham,MA ,Highway / Freeway,Snow / Slush / Ice,55.0,Daylight,Other Fixed Object,,Lane / Road Departure,"Snow, Cloudy","Back, Front, Nearside",US
13781-10039,1,Tesla,Model Y,2024.0,No,ADAS,2025-02-25,07:23:00,San Jose,CA ,Highway / Freeway,Dry,65.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,Clear,Front,US
13781-10040,1,Tesla,Model Y,2025.0,No,ADAS,2025-02-25,02:15:00,Los Altos,CA ,Highway / Freeway,Dry,65.0,Dawn / Dusk,Other Fixed Object,,Lane / Road Departure,Cloudy,"Bottom, Front, Nearside",US
13781-10041,1,Tesla,Cybertruck,2024.0,No,ADAS,2025-02-25,20:38:00,Butler,GA ,,,45.0,,,,,,,US
13781-10051,2,Tesla,Model 3,2022.0,No,,2025-05-23,,Dekalb County,CA ,,,,,,Serious,,,,US
13781-10064,1,Tesla,Model X,2022.0,No,ADAS,2025-02-25,22:37:00,Webster,TX ,,,,,Other Fixed Object,No Injuries Reported,Making Left Turn,,Bottom,US
13781-10065,1,Tesla,Model 3,2025.0,No,ADAS,2025-02-25,06:44:00,Lake City,FL ,,,70.0,,,,,,,US
13781-10066,1,Tesla,Model Y,2021.0,No,ADAS,2025-02-25,12:50:00,Fennville,MI ,Highway / Freeway,Snow / Slush / Ice,70.0,Daylight,"Other, see Narrative",,"Other, see Narrative",Clear,,US
13781-10092,2,Tesla,Model X,2018.0,No,ADAS,2025-11-21,21:27:00,Aliso Viejo,CA ,Highway / Freeway,Dry,65.0,Daylight,Passenger Car,Serious,Changing Lanes,Clear,"Back, Front, Offside",US
13781-10093,1,Tesla,Model X,2016.0,No,ADAS,2025-11-23,02:06:00,Mount Vernon,WA ,,,60.0,,,,,,,US
13781-10094,1,Tesla,Model S,2020.0,No,ADAS,2025-11-23,10:31:00,Livermore,CA ,,,65.0,,,,,,,US
13781-10095,1,Tesla,Model 3,2023.0,No,ADAS,2025-11-23,06:54:00,Ann Arbor,MI ,,Dry,30.0,Dark - Lighted,,,,Clear,,US
13781-10096,1,Tesla,Model 3,2023.0,No,ADAS,2025-11-23,02:11:00,Mundelein,IL ,Rural Road,Dry,50.0,Dark - Not Lighted,,,,Clear,,US
13781-10097,1,Tesla,Model 3,2022.0,No,ADAS,2025-01-24,02:00:00,University Place,WA ,Street,Dry,35.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-10098,1,Tesla,Model X,2020.0,No,ADAS,2025-01-24,02:42:00,Aurora,CO ,Intersection,Dry,40.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-10099,1,Tesla,Model 3,2019.0,No,ADAS,2025-02-25,09:45:00,Elverta,CA ,Rural Road,Dry,55.0,Dark - Not Lighted,"Other, see Narrative",,Lane / Road Departure,Clear,"Bottom, Front",US
13781-10100,1,Tesla,Cybertruck,2024.0,No,ADAS,2025-02-25,22:36:00,Fullerton,CA ,,,40.0,,,,,,,US
13781-10101,2,Tesla,Model Y,2020.0,No,ADAS,2025-02-25,14:36:00,Miami,FL ,,,35.0,,,,,,,US
13781-10103,1,Tesla,Model Y,2024.0,No,ADAS,2025-02-25,15:23:00,Franklin,TN ,,,40.0,,,,,,,US
13781-10104,1,Tesla,Model Y,2025.0,No,ADAS,2025-02-25,17:08:00,Johns Creek,GA ,,,45.0,,,,,,,US
13781-10105,1,Tesla,Model Y,2025.0,No,ADAS,2025-02-25,04:38:00,Santa Ana,CA ,,,65.0,,,,,,,US
13781-10106,1,Tesla,Model 3,2025.0,No,ADAS,2025-02-25,10:20:00,Los Angeles,CA ,Street,Dry,25.0,Dark - Lighted,Other Fixed Object,,Making Right Turn,Clear,Front,US
13781-10107,1,Tesla,Model 3,2024.0,No,ADAS,2025-02-25,03:40:00,Denton,TX ,,,30.0,,,,,,,US
13781-10122,1,Tesla,Model Y,2022.0,No,ADAS,2025-09-24,00:27:00,Clovis,CA ,Street,Dry,40.0,Daylight,Pickup Truck,,Proceeding Straight,Clear,Front,US
13781-10124,1,Tesla,Model Y,2023.0,No,ADAS,2025-02-25,23:33:00,Houston,TX ,Street,Dry,45.0,Daylight,"Other, see Narrative",,Making Right Turn,Clear,"Front, Nearside",US
13781-10125,1,Tesla,Model Y,2021.0,No,ADAS,2025-02-25,15:35:00,Cromwell,CT ,Highway / Freeway,Dry,65.0,Daylight,Heavy Truck,,Proceeding Straight,Cloudy,"Back, Front, Nearside",US
13781-10132,3,Tesla,Model Y,2024.0,No,ADAS,2025-03-25,08:30:00,Austin,TX ,Street,Dry,60.0,Daylight,Passenger Car,Minor,"Other, see Narrative",Cloudy,Back,US
13781-10146,3,Tesla,Model S,2021.0,No,ADAS,2025-01-25,14:58:00,Frisco,TX ,Intersection,Dry,40.0,Daylight,Non-Motorist: Cyclist,,Proceeding Straight,Cloudy,Front,US
13781-10152,1,Tesla,Model Y,2023.0,No,ADAS,2025-03-25,07:13:00,San Diego,CA ,Highway / Freeway,Dry,65.0,Dark - Lighted,"Other, see Narrative",,Lane / Road Departure,Cloudy,Front,US
13781-10153,1,Tesla,Model Y,2023.0,No,ADAS,2025-03-25,13:44:00,Burlington,NC ,Highway / Freeway,Dry,65.0,Daylight,Other Fixed Object,,Lane / Road Departure,Clear,"Back, Front, Nearside",US
13781-10154,1,Tesla,Model Y,2024.0,No,ADAS,2025-03-25,18:55:00,Stevenson Ranch,CA ,Highway / Freeway,Dry,55.0,Daylight,Other Fixed Object,,Lane / Road Departure,Clear,"Back, Front, Nearside",US
13781-10155,1,Tesla,Model 3,2023.0,No,ADAS,2025-03-25,20:51:00,San Diego,CA ,Intersection,Dry,25.0,Daylight,Passenger Car,,Proceeding Straight,Clear,"Back, Front, Offside",US
13781-10156,1,Tesla,Model 3,2018.0,No,ADAS,2025-03-25,07:03:00,Carpentersville,IL ,,,40.0,,,,,,,US
13781-10157,1,Tesla,Model X,2018.0,No,ADAS,2025-02-24,19:36:00,Mt Hood,OR ,,,55.0,,,,,,,US
13781-10159,1,Tesla,Model X,2020.0,No,ADAS,2025-02-24,18:01:00,Scottsdale,AZ ,Street,Dry,40.0,Daylight,SUV,,Proceeding Straight,Cloudy,Front,US
13781-10160,1,Tesla,Model X,2020.0,No,ADAS,2025-02-24,17:22:00,South Holland,IL ,Highway / Freeway,Dry,55.0,Daylight,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-10161,1,Tesla,Model S,2022.0,No,ADAS,2025-02-25,18:06:00,Addison,IL ,Highway / Freeway,Dry,60.0,Daylight,SUV,,Proceeding Straight,Cloudy,"Back, Front, Nearside",US
13781-10162,1,Tesla,Model S,2022.0,No,ADAS,2025-02-25,15:40:00,Windsor Locks,CT ,,,20.0,,,,,,,US
13781-10163,1,Tesla,Model Y,2023.0,No,ADAS,2025-02-25,02:40:00,Sonoma,CA ,Intersection,Dry,55.0,Dark - Lighted,SUV,,Proceeding Straight,Clear,"Back, Front, Offside",US
13781-10164,1,Tesla,Model Y,2023.0,No,ADAS,2025-02-25,15:50:00,Seattle,WA ,Highway / Freeway,Dry,60.0,Daylight,SUV,,Proceeding Straight,Clear,Front,US
13781-10165,1,Tesla,Model 3,2023.0,No,ADAS,2025-02-25,14:33:00,San Quentin,CA ,Highway / Freeway,Dry,50.0,Dawn / Dusk,Other Fixed Object,,Lane / Road Departure,Cloudy,"Front, Nearside, Offside",US
13781-10166,1,Tesla,Model 3,2025.0,No,ADAS,2025-02-25,20:40:00,Harvest,AL ,,,40.0,,,,,,,US
13781-10167,1,Tesla,Model 3,2018.0,No,ADAS,2025-02-25,16:28:00,Livermore,CA ,Highway / Freeway,Dry,65.0,Daylight,Passenger Car,,Proceeding Straight,Cloudy,Back,US
13781-10168,1,Tesla,Model Y,2025.0,No,ADAS,2025-02-25,15:49:00,Whippany,NJ ,,,55.0,,,,,,,US
13781-10169,1,Tesla,Model X,2022.0,No,ADAS,2025-02-25,14:42:00,Mays Chapel,MD ,,,40.0,,,,,,,US
13781-10181,2,Tesla,Model Y,2022.0,No,ADAS,2025-03-25,20:44:00,Marysville,CA ,Street,Dry,35.0,Daylight,"Other, see Narrative",Serious,Proceeding Straight,Cloudy,Front,US
13781-10183,2,Tesla,Cybertruck,2024.0,No,ADAS,2025-03-25,02:38:00,Fresno,CA ,Highway / Freeway,Dry,65.0,Dark - Lighted,"Other, see Narrative",Serious,"Other, see Narrative",Clear,Front,US
13781-10195,1,Tesla,Model 3,2022.0,No,ADAS,2025-03-25,05:08:00,Lansing,IL ,Highway / Freeway,Dry,55.0,Dark - Lighted,,,,Clear,,US
13781-10197,1,Tesla,Model X,2017.0,No,ADAS,2025-03-25,16:17:00,Phoenix,AZ ,Highway / Freeway,Dry,65.0,Daylight,SUV,,Proceeding Straight,Clear,Front,US
13781-10236,1,Tesla,Model Y,2022.0,No,ADAS,2025-03-25,04:00:00,Los Angeles,CA ,Street,Dry,30.0,Dark - Lighted,SUV,No Injuries Reported,"Other, see Narrative",Clear,Front,US
13781-10237,1,Tesla,Model Y,2021.0,No,ADAS,2025-03-25,18:26:00,Salt Lake City,UT ,Highway / Freeway,Dry,70.0,Daylight,Other Fixed Object,,Lane / Road Departure,Cloudy,"Back, Front, Nearside",US
13781-10239,1,Tesla,Model Y,2022.0,No,ADAS,2025-03-25,20:59:00,Dinuba,CA ,Highway / Freeway,Dry,40.0,Daylight,Passenger Car,,Lane / Road Departure,Cloudy,Front,US
13781-10240,1,Tesla,Model Y,2025.0,No,ADAS,2025-03-25,14:21:00,Jackson,MS ,,,45.0,,,,,,,US
13781-10241,1,Tesla,Model 3,2024.0,No,ADAS,2025-03-25,04:37:00,Los Altos,CA ,,,65.0,,,,,,,US
13781-10242,1,Tesla,Model 3,2025.0,No,ADAS,2025-03-25,15:17:00,Charlotte,NC ,Highway / Freeway,Dry,65.0,Daylight,Heavy Truck,,Proceeding Straight,Cloudy,Back,US
13781-10243,1,Tesla,Model 3,2023.0,No,ADAS,2025-03-25,00:44:00,San Francisco,CA ,Street,Dry,35.0,Daylight,Passenger Car,,Changing Lanes,Clear,Front,US
13781-10245,1,Tesla,Model 3,2024.0,No,ADAS,2025-03-25,23:52:00,Phoenix,AZ ,,,65.0,,,,,,,US
13781-10247,1,Tesla,Model 3,2024.0,No,ADAS,2025-03-25,20:40:00,Boynton Beach,FL ,,,,,,,,,,US
13781-10248,1,Tesla,Model X,2016.0,No,ADAS,2025-03-25,21:29:00,Scottsdale,AZ ,,,65.0,,,,,,,US
13781-10249,1,Tesla,Cybertruck,2024.0,No,ADAS,2025-03-25,07:23:00,Milwaukee,WI ,Street,Dry,25.0,Dark - Lighted,,,,Clear,,US
13781-10262,2,Tesla,Model Y,2022.0,No,ADAS,2025-02-25,04:19:00,St. Louis,MO ,Street,Dry,30.0,Dark - Lighted,"Other, see Narrative",Serious,Lane / Road Departure,Clear,Front,US
13781-10278,1,Tesla,Model Y,2025.0,No,ADAS,2025-03-25,20:23:00,Superior,CO ,,,55.0,,,,,,,US
13781-10279,1,Tesla,Model Y,2024.0,No,,2025-03-25,14:15:00,Lewisville,TX ,,,,,,No Injuries Reported,,,Top,US
13781-10280,1,Tesla,Model Y,2023.0,No,,2025-03-25,22:46:00,San Marino,CA ,,,,,,No Injuries Reported,,,Bottom,US
13781-10281,1,Tesla,Model 3,2018.0,No,ADAS,2025-03-25,16:45:00,Pleasanton,CA ,,,,,,No Injuries Reported,,,,US
13781-10282,1,Tesla,Model 3,2024.0,No,ADAS,2025-03-25,13:54:00,Fort Worth,TX ,Highway / Freeway,Dry,60.0,Daylight,Heavy Truck,,Proceeding Straight,Clear,"Back, Front, Nearside",US
13781-10283,1,Tesla,Model 3,2025.0,No,ADAS,2025-03-25,11:43:00,Montgomery,AL ,,,,,,No Injuries Reported,,,,US
13781-10284,1,Tesla,Model 3,2023.0,No,ADAS,2025-03-25,09:30:00,Mt Pleasant,SC ,Highway / Freeway,Dry,45.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Clear,"Front, Offside",US
13781-10285,1,Tesla,Model Y,2021.0,No,ADAS,2025-03-25,16:31:00,Greenwood,IN ,Street,Dry,45.0,Daylight,SUV,,Proceeding Straight,Clear,Front,US
13781-10286,1,Tesla,Model Y,2024.0,No,ADAS,2025-03-25,02:08:00,Otis,OR ,,,55.0,,,,,,,US
13781-10287,1,Tesla,Model 3,2022.0,No,ADAS,2025-03-25,08:22:00,Lawndale,CA ,Highway / Freeway,Dry,65.0,Dark - Lighted,"Other, see Narrative",,Proceeding Straight,Clear,Front,US
13781-10298,1,Tesla,Model X,2017.0,No,ADAS,2025-03-25,19:54:00,Bonita,CA ,Street,Dry,,Daylight,"Other, see Narrative",,Lane / Road Departure,Clear,"Bottom, Front, Offside",US
13781-10299,1,Tesla,Model Y,2021.0,No,ADAS,2025-03-25,15:25:00,Los Altos Hills,CA ,Highway / Freeway,Dry,65.0,Daylight,Passenger Car,,Proceeding Straight,Cloudy,Front,US
13781-10300,1,Tesla,Model 3,2023.0,No,ADAS,2025-03-25,18:24:00,Lathrop,CA ,Highway / Freeway,Dry,70.0,Daylight,Passenger Car,,Proceeding Straight,Cloudy,Back,US
13781-10301,1,Tesla,Cybertruck,2024.0,No,ADAS,2025-03-25,23:16:00,Redmond,OR ,,,55.0,,,,,,,US
13781-10302,1,Tesla,Model Y,2024.0,No,ADAS,2025-03-25,12:03:00,Colesville,MD ,,,45.0,,,,,,,US
13781-10303,1,Tesla,Model Y,2025.0,No,ADAS,2025-03-25,19:02:00,San Bernardino,CA ,Highway / Freeway,Wet,55.0,Daylight,Other Fixed Object,,"Other, see Narrative","Cloudy, Rain",Front,US
13781-10304,1,Tesla,Model Y,2024.0,No,ADAS,2025-03-25,11:46:00,Stafford,VA ,Highway / Freeway,Dry,65.0,Dawn / Dusk,,,,Cloudy,,US
13781-10305,1,Tesla,Model Y,2024.0,No,ADAS,2025-03-25,22:02:00,Bakersfield,CA ,,,,,,,,,,US
13781-10306,1,Tesla,Model 3,2020.0,No,ADAS,2025-03-25,17:45:00,Fredericksburg,VA ,Highway / Freeway,Wet,55.0,Dawn / Dusk,"Other, see Narrative",,Proceeding Straight,Cloudy,Front,US
13781-10307,1,Tesla,Model Y,2022.0,No,ADAS,2025-03-25,04:34:00,Mountain View,CA ,,,65.0,,Other Fixed Object,,Lane / Road Departure,,"Back, Front, Nearside",US
13781-10309,1,Tesla,Model Y,2023.0,No,ADAS,2025-03-25,03:20:00,Fremont,CA ,,,,,,No Injuries Reported,,,,US
13781-10310,1,Tesla,Model Y,2022.0,No,ADAS,2025-03-25,12:10:00,Flower mound,TX ,,,,,Other Fixed Object,No Injuries Reported,,,Bottom,US
13781-10311,1,Tesla,Cybertruck,2024.0,No,ADAS,2025-03-25,12:28:00,Hempstead,NY ,,,,,,,,,,US
13781-10312,1,Tesla,Model 3,2024.0,No,ADAS,2025-03-25,05:01:00,Alhambra,CA ,Highway / Freeway,Dry,65.0,Dark - Lighted,"Other, see Narrative",,"Other, see Narrative",Clear,"Back, Front, Nearside, Top",US
13781-10313,1,Tesla,Model Y,2024.0,No,ADAS,2025-03-25,19:03:00,McLean,VA ,Intersection,Dry,35.0,Daylight,SUV,,Proceeding Straight,Clear,"Front, Nearside",US
13781-10314,1,Tesla,Model 3,2024.0,No,ADAS,2025-03-25,12:45:00,Long Beach,CA ,Highway / Freeway,Dry,65.0,Dark - Lighted,Other Fixed Object,,Lane / Road Departure,Clear,"Back, Front, Nearside",US
13781-10315,1,Tesla,Model 3,2020.0,No,ADAS,2025-03-25,21:42:00,Lake Wales,FL ,,,60.0,,,,,,,US
13781-10333,2,Tesla,Model Y,2021.0,No,ADAS,2025-03-25,16:15:00,Sacramento,CA ,Street,Dry,25.0,Daylight,"Other, see Narrative",Minor,Making Left Turn,Clear,Front,US
13781-10350,1,Tesla,Model Y,2021.0,No,ADAS,2025-03-25,22:28:00,Monteverde,FL ,Highway / Freeway,Dry,70.0,Daylight,SUV,,Proceeding Straight,Cloudy,Front,US
13781-10351,1,Tesla,Model 3,2023.0,No,ADAS,2025-03-25,06:12:00,Mount Vernon,WA ,Highway / Freeway,Wet,60.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Rain,Front,US
13781-10352,1,Tesla,Model Y,2023.0,No,ADAS,2025-03-25,15:34:00,Palm City,FL ,Highway / Freeway,Dry,70.0,Daylight,,,,Clear,,US
13781-10353,1,Tesla,Model Y,2023.0,No,ADAS,2025-03-25,07:41:00,Flushing,NY ,Highway / Freeway,Dry,45.0,Dark - Lighted,,,,Clear,,US
13781-10354,1,Tesla,Model 3,2025.0,No,ADAS,2025-03-25,16:09:00,Houston,TX ,Street,Dry,30.0,Daylight,Other Fixed Object,,Making Right Turn,Clear,Nearside,US
13781-10355,1,Tesla,Model Y,2023.0,No,ADAS,2025-03-25,19:36:00,Los Angeles,CA ,,,65.0,,,,,,,US
13781-10356,1,Tesla,Model 3,2022.0,No,ADAS,2025-03-25,22:43:00,Jurupa Valley,CA ,Intersection,Dry,25.0,Daylight,SUV,,Stopped,Clear,Front,US
13781-10357,1,Tesla,Model 3,2023.0,No,ADAS,2025-03-25,19:48:00,Howell Township,NJ ,,,45.0,,,,,,,US
13781-10368,1,Tesla,Model X,2022.0,No,ADAS,2025-03-25,19:27:00,Milford,CT ,,,,,"Other, see Narrative",No Injuries Reported,,,,US
13781-10369,1,Tesla,Model Y,2022.0,No,ADAS,2025-03-25,14:00:00,Azusa,CA ,,,,,"Other, see Narrative",No Injuries Reported,,Clear,Bottom,US
13781-10370,1,Tesla,Model 3,2018.0,No,ADAS,2025-03-25,12:32:00,Downey,CA ,Highway / Freeway,Dry,65.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-10371,1,Tesla,Model Y,2024.0,No,ADAS,2025-03-25,13:46:00,South Jordan,UT ,Highway / Freeway,Dry,60.0,Dawn / Dusk,Other Fixed Object,,Lane / Road Departure,Cloudy,"Back, Front, Nearside",US
13781-10372,1,Tesla,Model 3,2025.0,No,ADAS,2025-03-25,12:48:00,Houston,TX ,Highway / Freeway,Dry,60.0,Dawn / Dusk,Passenger Car,,Changing Lanes,Clear,"Back, Nearside",US
13781-10373,1,Tesla,Model 3,2020.0,No,ADAS,2025-03-25,12:39:00,Los Angeles,CA ,Street,Dry,40.0,Dark - Lighted,SUV,,Proceeding Straight,Cloudy,Back,US
13781-10374,1,Tesla,Model X,2019.0,No,ADAS,2025-03-25,16:45:00,Atlanta,GA ,,,,,,No Injuries Reported,,,,US
13781-10375,1,Tesla,Model Y,2020.0,No,ADAS,2025-03-25,15:13:00,Hawthorne,CA ,Highway / Freeway,Dry,65.0,Daylight,SUV,,Proceeding Straight,Cloudy,"Front, Offside",US
13781-10385,1,Tesla,Model 3,2018.0,No,ADAS,2025-03-25,02:14:00,Petaluma,CA ,,,35.0,,,No Injuries Reported,,,Back,US
13781-10386,1,Tesla,Model X,2023.0,No,ADAS,2025-03-25,10:42:00,Patterson,NY ,Parking Lot,Dry,45.0,Daylight,"Other, see Narrative",Moderate,,,Front,US
13781-10387,1,Tesla,Cybertruck,2024.0,No,ADAS,2025-03-25,14:32:00,South Jordan,UT ,Street,Dry,45.0,Daylight,Pickup Truck,,Proceeding Straight,Clear,Back,US
13781-10388,1,Tesla,Model 3,2023.0,No,ADAS,2025-03-25,08:05:00,Riverside,CA ,Highway / Freeway,Dry,65.0,Dark - Not Lighted,Other Fixed Object,,Lane / Road Departure,Clear,"Back, Front, Offside",US
13781-10389,1,Tesla,Model 3,2023.0,No,ADAS,2025-03-25,09:10:00,San Jose,CA ,Highway / Freeway,Dry,65.0,Dark - Not Lighted,Passenger Car,,Proceeding Straight,Clear,Back,US
13781-1039,2,Tesla,Model 3,2021.0,No,ADAS,2025-08-21,19:20:00,Laguna Hills,CA ,Highway / Freeway,Dry,,Daylight,Passenger Car,,Proceeding Straight,Clear,Back,US
13781-10390,1,Tesla,Model 3,2019.0,No,ADAS,2025-03-25,16:45:00,Windsor Locks,CT ,Highway / Freeway,Wet,65.0,Dark - Lighted,Other Fixed Object,No Injuries Reported,,Rain,Front,US
13781-10391,2,Tesla,Model Y,2023.0,No,ADAS,2025-04-25,03:23:00,Port St Lucie,FL ,Highway / Freeway,Dry,70.0,Dark - Lighted,Heavy Truck,Fatality,Proceeding Straight,Clear,Front,US
13781-1041,2,Tesla,Model X,2018.0,No,ADAS,2025-08-21,23:31:00,Sacramento,CA ,Highway / Freeway,Dry,65.0,Daylight,SUV,,Proceeding Straight,Clear,Front,US
13781-10413,1,Tesla,Model Y,2025.0,No,ADAS,2025-03-25,11:41:00,Moraine,OH ,,,,,Other Fixed Object,No Injuries Reported,,,Bottom,US
13781-10414,1,Tesla,Model X,2020.0,No,ADAS,2025-03-25,01:25:00,Orange,CA ,,,65.0,,,,,,,US
13781-10415,1,Tesla,Model Y,2021.0,No,ADAS,2025-03-25,15:13:00,Madison,WI ,Highway / Freeway,Dry,70.0,Daylight,Other Fixed Object,,Lane / Road Departure,Clear,"Front, Nearside",US
13781-10416,1,Tesla,Model X,2024.0,No,ADAS,2025-04-25,00:44:00,Miami,FL ,,,,,,,,,,US
13781-10417,2,Tesla,Model 3,2018.0,No,ADAS,2025-04-25,21:47:00,Ventura,CA ,Highway / Freeway,Dry,65.0,Daylight,Motorcycle,Fatality,Proceeding Straight,Clear,"Back, Top",US
13781-1045,2,Tesla,Model Y,2021.0,No,ADAS,2025-08-21,05:19:00,Dallas,TX ,Highway / Freeway,,,,,,,,,US
13781-10459,1,Tesla,Model 3,2018.0,No,ADAS,2025-04-25,21:18:00,Williams,AZ ,,,75.0,,,,,,,US
13781-1046,2,Tesla,Model 3,2018.0,No,ADAS,2025-08-21,19:37:00,Hatfield Township,PA ,Street,Dry,45.0,Daylight,Pole / Tree,,Lane / Road Departure,Clear,Front,US
13781-10461,1,Tesla,Model Y,2021.0,No,ADAS,2025-04-25,22:03:00,Canton,GA ,Highway / Freeway,Dry,55.0,Daylight,SUV,,Proceeding Straight,Cloudy,"Back, Offside",US
13781-10462,1,Tesla,Model Y,2023.0,No,ADAS,2025-04-25,23:57:00,Burbank,CA ,Highway / Freeway,Wet,65.0,Daylight,,,,Rain,,US
13781-10463,1,Tesla,Model 3,2023.0,No,ADAS,2025-04-25,15:06:00,Fort Worth,TX ,Intersection,Dry,50.0,Daylight,SUV,,Proceeding Straight,Cloudy,Front,US
13781-10464,1,Tesla,Model Y,2024.0,No,ADAS,2025-04-25,09:25:00,San Francisco,CA ,Street,Dry,30.0,Dark - Lighted,SUV,,,Clear,Front,US
13781-10465,1,Tesla,Model 3,2025.0,No,ADAS,2025-04-25,16:08:00,Mountain View,CA ,Highway / Freeway,Dry,35.0,Daylight,Other Fixed Object,,Lane / Road Departure,Cloudy,"Back, Front, Nearside",US
13781-10466,1,Tesla,Model X,2016.0,No,ADAS,2025-04-25,23:22:00,Phoenix,AZ ,,,50.0,,,,,,,US
13781-10467,1,Tesla,Model 3,2018.0,No,ADAS,2025-04-25,06:57:00,Stockton,CA ,,,50.0,,,,,,,US
13781-10468,1,Tesla,Model S,2025.0,No,ADAS,2025-04-25,22:29:00,Alamo Heights,TX ,,Dry,30.0,Daylight,,,,Clear,,US
13781-10469,1,Tesla,Model X,2018.0,No,ADAS,2025-04-25,21:24:00,Baldwin Park,CA ,,,65.0,,,,,,,US
13781-1048,2,Tesla,Model 3,2019.0,No,ADAS,2025-08-21,22:08:00,Richmond,CA ,Highway / Freeway,Dry,50.0,Daylight,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-1049,2,Tesla,Model 3,2021.0,No,ADAS,2025-08-21,20:20:00,New Orleans,LA ,Street,Dry,35.0,Daylight,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-1050,2,Tesla,Model S,2018.0,No,ADAS,2025-07-21,07:58:00,South San Francisco,CA ,Highway / Freeway,Dry,65.0,Dark - Lighted,Other Fixed Object,,Lane / Road Departure,Clear,Front,US
13781-10521,1,Tesla,Model 3,2025.0,No,ADAS,2025-04-25,02:02:00,Saginaw,TX ,,,,,Other Fixed Object,No Injuries Reported,,,Bottom,US
13781-10523,1,Tesla,Model 3,2019.0,No,,2025-02-23,09:23:00,Lakewood,CO ,Highway / Freeway,Dry,65.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Clear,"Front, Nearside",US
13781-10524,1,Tesla,Model 3,2019.0,No,,2025-03-25,10:50:00,Lake Arrowhead,CA ,Street,Dry,35.0,Dark - Lighted,Passenger Car,No Injuries Reported,Lane / Road Departure,Clear,"Front, Offside",US
13781-10530,1,Tesla,Model Y,2022.0,No,ADAS,2025-04-25,16:14:00,Orinda,CA ,Highway / Freeway,Wet,65.0,Daylight,Passenger Car,,Proceeding Straight,Cloudy,"Back, Front, Offside",US
13781-10531,1,Tesla,Model 3,2025.0,No,ADAS,2025-04-25,12:45:00,Wycombe,PA ,,,,,,,,,,US
13781-10532,1,Tesla,Model X,2018.0,No,ADAS,2025-04-25,19:44:00,Jericho,NY ,,,40.0,,,,,,,US
13781-10533,1,Tesla,Model X,2023.0,No,ADAS,2025-04-25,23:48:00,Long Beach,CA ,Street,Dry,45.0,Daylight,Passenger Car,,Proceeding Straight,Clear,"Back, Nearside",US
13781-10534,1,Tesla,Model 3,2025.0,No,ADAS,2025-04-25,22:01:00,Los Angeles,CA ,Highway / Freeway,Dry,65.0,Daylight,SUV,,Proceeding Straight,Clear,Front,US
13781-10535,1,Tesla,Model 3,2024.0,No,ADAS,2025-04-25,20:58:00,West,TX ,Highway / Freeway,Dry,75.0,Daylight,Passenger Car,,Stopped,Clear,Back,US
13781-10536,1,Tesla,Model Y,2021.0,No,ADAS,2025-04-25,17:05:00,Long Beach,CA ,Highway / Freeway,Dry,65.0,Daylight,Passenger Car,,Proceeding Straight,Clear,"Back, Front",US
13781-10537,1,Tesla,Model Y,2020.0,No,ADAS,2025-04-25,02:14:00,Austin,TX ,Highway / Freeway,Dry,65.0,Dark - Lighted,SUV,,Proceeding Straight,Clear,Front,US
